#Coverage	Number of genomic locations
0.0	315806.0
1.0	2231.0
2.0	7939.0
3.0	4916.0
4.0	8221.0
5.0	5156.0
6.0	8405.0
7.0	5311.0
8.0	8411.0
9.0	5383.0
10.0	8966.0
11.0	5345.0
12.0	9820.0
13.0	6311.0
14.0	10455.0
15.0	8172.0
16.0	13777.0
17.0	12364.0
18.0	26323.0
19.0	25850.0
20.0	4325955.0
21.0	2440.0
22.0	479.0
23.0	154.0
24.0	366.0
25.0	132.0
26.0	337.0
27.0	163.0
28.0	174.0
29.0	155.0
30.0	41.0
31.0	4.0
32.0	17.0
33.0	5.0
34.0	4.0
35.0	10.0
36.0	4.0
37.0	5.0
38.0	3.0
39.0	2.0
40.0	5.0
41.0	6.0
42.0	15.0
43.0	4.0
44.0	17.0
45.0	7.0
46.0	18.0
47.0	8.0
48.0	6.0
49.0	11.0
50.0	7.0
51.0	18.0
52.0	8.0
53.0	31.0
54.0	21.0
55.0	24.0
56.0	28.0
57.0	9.0
