#Coverage	Number of genomic locations
0.0	260862.0
1.0	2586.0
2.0	6973.0
3.0	2631.0
4.0	7052.0
5.0	2857.0
6.0	7834.0
7.0	3000.0
8.0	7708.0
9.0	2940.0
10.0	7649.0
11.0	3502.0
12.0	8119.0
13.0	3420.0
14.0	8051.0
15.0	3871.0
16.0	9326.0
17.0	3521.0
18.0	11423.0
19.0	5484.0
20.0	4420449.0
21.0	246.0
22.0	115.0
23.0	93.0
24.0	121.0
25.0	124.0
26.0	104.0
27.0	94.0
28.0	124.0
29.0	117.0
30.0	104.0
31.0	98.0
32.0	141.0
33.0	430.0
34.0	451.0
35.0	253.0
36.0	172.0
37.0	179.0
38.0	205.0
39.0	702.0
40.0	35396.0
41.0	53.0
42.0	26.0
43.0	10.0
44.0	25.0
45.0	7.0
46.0	25.0
47.0	7.0
48.0	25.0
49.0	11.0
50.0	25.0
51.0	7.0
52.0	25.0
53.0	7.0
54.0	25.0
55.0	11.0
56.0	25.0
57.0	7.0
58.0	25.0
59.0	9.0
60.0	973.0
