#Coverage	Number of genomic locations
0.0	282524.0
1.0	1124.0
2.0	10543.0
3.0	6792.0
4.0	10971.0
5.0	7344.0
6.0	10792.0
7.0	7760.0
8.0	11114.0
9.0	8072.0
10.0	11202.0
11.0	8881.0
12.0	12388.0
13.0	9552.0
14.0	13850.0
15.0	11219.0
16.0	15802.0
17.0	11751.0
18.0	22975.0
19.0	19923.0
20.0	4323663.0
21.0	7209.0
22.0	1368.0
23.0	359.0
24.0	803.0
25.0	247.0
26.0	300.0
27.0	170.0
28.0	169.0
29.0	102.0
30.0	181.0
31.0	155.0
32.0	160.0
33.0	100.0
34.0	12.0
35.0	49.0
36.0	13.0
37.0	48.0
38.0	12.0
39.0	60.0
40.0	16.0
41.0	49.0
42.0	9.0
43.0	15.0
44.0	7.0
