#Coverage	Number of genomic locations
0.0	4812854.0
1.0	15020.0
2.0	1405.0
3.0	199.0
4.0	48.0
5.0	63.0
6.0	54.0
7.0	20.0
8.0	3.0
9.0	4.0
10.0	4.0
11.0	15.0
12.0	9.0
13.0	28.0
14.0	3.0
15.0	6.0
16.0	4.0
17.0	37.0
18.0	30.0
19.0	1.0
20.0	1.0
21.0	2.0
23.0	1.0
25.0	1.0
26.0	2.0
27.0	1.0
28.0	19.0
29.0	2.0
30.0	1.0
31.0	3.0
32.0	10.0
33.0	5.0
