#Coverage (X)	Coverage
1.0	0.35199814487184256
2.0	0.04101572407452636
3.0	0.011925823860124751
4.0	0.007805617352886429
5.0	0.0068117986978819545
6.0	0.005507411713182364
7.0	0.004389365726297001
8.0	0.003975274620046321
9.0	0.003913160954112982
10.0	0.0038303427328685302
11.0	0.0037475245116240785
12.0	0.003436956181928963
13.0	0.0032506151841147357
14.0	0.002670887635360941
15.0	0.0026087739694276024
16.0	0.002484546637546714
17.0	0.0024017284163022623
18.0	0.0016356598697342406
19.0	0.0010145232103582202
20.0	9.938186550471073E-4
21.0	9.731140997359944E-4
22.0	9.317049891137685E-4
23.0	9.317049891137685E-4
24.0	9.110004338026556E-4
25.0	9.110004338026556E-4
26.0	8.902958784915427E-4
27.0	8.488867678693168E-4
28.0	8.281822125582039E-4
29.0	4.347956616186366E-4
30.0	3.9338655099641073E-4
31.0	3.726819956852978E-4
32.0	3.10568329751959E-4
33.0	1.035227766266189E-4
34.0	5.6843418860808015E-14
35.0	5.6843418860808015E-14
36.0	5.6843418860808015E-14
37.0	5.6843418860808015E-14
38.0	5.6843418860808015E-14
39.0	5.6843418860808015E-14
40.0	5.6843418860808015E-14
41.0	5.6843418860808015E-14
42.0	5.6843418860808015E-14
43.0	5.6843418860808015E-14
44.0	5.6843418860808015E-14
45.0	5.6843418860808015E-14
46.0	5.6843418860808015E-14
47.0	5.6843418860808015E-14
48.0	5.6843418860808015E-14
49.0	5.6843418860808015E-14
50.0	5.6843418860808015E-14
51.0	5.6843418860808015E-14
