#Coverage	Number of genomic locations
0.0	257859.0
1.0	18628.0
2.0	15764.0
3.0	17058.0
4.0	20145.0
5.0	22435.0
6.0	24613.0
7.0	26842.0
8.0	29685.0
9.0	32612.0
10.0	35082.0
11.0	38147.0
12.0	39840.0
13.0	43028.0
14.0	45179.0
15.0	47799.0
16.0	50803.0
17.0	55090.0
18.0	56963.0
19.0	58885.0
20.0	62035.0
21.0	64437.0
22.0	68865.0
23.0	72085.0
24.0	75221.0
25.0	80031.0
26.0	82233.0
27.0	85119.0
28.0	89886.0
29.0	92717.0
30.0	95600.0
31.0	98632.0
32.0	100400.0
33.0	103246.0
34.0	105327.0
35.0	106370.0
36.0	106822.0
37.0	108991.0
38.0	109708.0
39.0	110374.0
40.0	110052.0
41.0	110445.0
42.0	109261.0
43.0	107689.0
44.0	105109.0
45.0	104021.0
46.0	101327.0
47.0	98043.0
48.0	94339.0
49.0	89850.0
50.0	85619.0
51.0	80371.0
52.0	75849.0
53.0	71943.0
54.0	66777.0
55.0	62103.0
56.0	57071.0
57.0	52347.0
58.0	48062.0
59.0	42638.0
60.0	39437.0
61.0	35341.0
62.0	31558.0
63.0	28371.0
64.0	25120.0
65.0	22323.0
66.0	19263.0
67.0	17080.0
68.0	14896.0
69.0	12683.0
70.0	11094.0
71.0	9378.0
72.0	8463.0
73.0	7453.0
74.0	6594.0
75.0	5968.0
76.0	5288.0
77.0	4532.0
78.0	4000.0
79.0	3602.0
80.0	3493.0
81.0	3169.0
82.0	2879.0
83.0	2593.0
84.0	2508.0
85.0	2487.0
86.0	2335.0
87.0	2141.0
88.0	2008.0
89.0	1945.0
90.0	1969.0
91.0	1847.0
92.0	1971.0
93.0	1801.0
94.0	1673.0
95.0	1602.0
96.0	1615.0
97.0	1550.0
98.0	1556.0
99.0	1576.0
100.0	1349.0
101.0	1363.0
102.0	1365.0
103.0	1396.0
104.0	1345.0
105.0	1300.0
106.0	1319.0
107.0	1328.0
108.0	1307.0
109.0	1238.0
110.0	1225.0
111.0	1179.0
112.0	1074.0
113.0	1089.0
114.0	1020.0
115.0	986.0
116.0	939.0
117.0	870.0
118.0	743.0
119.0	745.0
120.0	705.0
121.0	669.0
122.0	658.0
123.0	660.0
124.0	612.0
125.0	599.0
126.0	520.0
127.0	504.0
128.0	470.0
129.0	440.0
130.0	380.0
131.0	370.0
132.0	337.0
133.0	251.0
134.0	248.0
135.0	257.0
136.0	246.0
137.0	247.0
138.0	218.0
139.0	218.0
140.0	227.0
141.0	196.0
142.0	192.0
143.0	223.0
144.0	200.0
145.0	213.0
146.0	198.0
147.0	191.0
148.0	187.0
149.0	144.0
150.0	156.0
151.0	146.0
152.0	130.0
153.0	139.0
154.0	168.0
155.0	135.0
156.0	142.0
157.0	152.0
158.0	124.0
159.0	126.0
160.0	124.0
161.0	113.0
162.0	120.0
163.0	114.0
164.0	104.0
165.0	120.0
166.0	128.0
167.0	141.0
168.0	138.0
169.0	132.0
170.0	131.0
171.0	128.0
172.0	134.0
173.0	97.0
174.0	101.0
175.0	137.0
176.0	80.0
177.0	89.0
178.0	75.0
179.0	91.0
180.0	105.0
181.0	103.0
182.0	109.0
183.0	114.0
184.0	118.0
185.0	120.0
186.0	155.0
187.0	129.0
188.0	72.0
189.0	75.0
190.0	73.0
191.0	85.0
192.0	95.0
193.0	89.0
194.0	102.0
195.0	100.0
196.0	99.0
197.0	88.0
198.0	99.0
199.0	96.0
200.0	90.0
201.0	76.0
202.0	99.0
203.0	86.0
204.0	67.0
205.0	103.0
206.0	69.0
207.0	89.0
208.0	67.0
209.0	80.0
210.0	85.0
211.0	75.0
212.0	75.0
213.0	69.0
214.0	80.0
215.0	78.0
216.0	77.0
217.0	60.0
218.0	72.0
219.0	61.0
220.0	80.0
221.0	64.0
222.0	80.0
223.0	97.0
224.0	100.0
225.0	98.0
226.0	93.0
227.0	88.0
228.0	101.0
229.0	64.0
230.0	77.0
231.0	68.0
232.0	46.0
233.0	64.0
234.0	64.0
235.0	62.0
236.0	55.0
237.0	55.0
238.0	58.0
239.0	63.0
240.0	56.0
241.0	49.0
242.0	70.0
243.0	96.0
244.0	69.0
245.0	86.0
246.0	42.0
247.0	76.0
248.0	56.0
249.0	41.0
250.0	54.0
251.0	62.0
252.0	79.0
253.0	76.0
254.0	65.0
255.0	93.0
256.0	92.0
257.0	96.0
258.0	73.0
259.0	74.0
260.0	84.0
261.0	77.0
262.0	89.0
263.0	81.0
264.0	75.0
265.0	86.0
266.0	93.0
267.0	115.0
