#Coverage	Number of genomic locations
0.0	307285.0
1.0	3758.0
2.0	7969.0
3.0	5027.0
4.0	7866.0
5.0	5197.0
6.0	7885.0
7.0	5586.0
8.0	7937.0
9.0	5229.0
10.0	8450.0
11.0	5310.0
12.0	8844.0
13.0	6036.0
14.0	9895.0
15.0	7883.0
16.0	12033.0
17.0	9928.0
18.0	27724.0
19.0	28431.0
20.0	4339820.0
21.0	783.0
22.0	237.0
23.0	41.0
24.0	175.0
25.0	68.0
26.0	169.0
27.0	131.0
28.0	72.0
29.0	18.0
30.0	32.0
31.0	18.0
32.0	18.0
