#Mapping quality	mapping quality
30.0	203.0
31.0	23.0
32.0	278.0
33.0	165.0
34.0	556.0
35.0	692.0
36.0	1720.0
37.0	342.0
38.0	245.0
39.0	315.0
40.0	670.0
41.0	540.0
42.0	559.0
43.0	471.0
44.0	796.0
45.0	739.0
46.0	734.0
47.0	904.0
48.0	1220.0
49.0	1498.0
50.0	1916.0
51.0	1826.0
52.0	2071.0
53.0	2265.0
54.0	2966.0
55.0	3894.0
56.0	6549.0
57.0	9510.0
58.0	14185.0
59.0	12367.0
60.0	4452351.0
